Food_code,Main_food_description,WWEIA_Category_number,WWEIA_Category_description,Start_date,End_date
76605020,"Vegetable and chicken, baby food, junior",9008,Baby food: meat and dinners,2017-01-01,2018-12-31
76607100,"Potatoes with cheese and broccoli, baby food, toddler",9008,Baby food: meat and dinners,2017-01-01,2018-12-31
76611000,"Vegetable and turkey, baby food, NS as to strained or junior",9008,Baby food: meat and dinners,2017-01-01,2018-12-31
76611010,"Vegetable and turkey, baby food, strained",9008,Baby food: meat and dinners,2017-01-01,2018-12-31
76611020,"Vegetable and turkey, baby food, junior",9008,Baby food: meat and dinners,2017-01-01,2018-12-31
77121010,"Fried stuffed potatoes, Puerto Rican style",6806,Mashed potatoes and white potato mixtures,2017-01-01,2018-12-31
77121110,"Potato and ham fritters, Puerto Rican style",6806,Mashed potatoes and white potato mixtures,2017-01-01,2018-12-31
77141010,"Potato chicken pie, Puerto Rican style",3004,Poultry mixed dishes,2017-01-01,2018-12-31
77201210,"Green plantain with cracklings, Puerto Rican style",6418,Other starchy vegetables,2017-01-01,2018-12-31
77205110,"Ripe plantain fritters, Puerto Rican style",6430,Fried vegetables,2017-01-01,2018-12-31
77205610,"Ripe plantain meat pie, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
77230210,"Cassava Pasteles, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
77230510,"Cassava fritter stuffed with crab meat, Puerto Rican style",3006,Seafood mixed dishes,2017-01-01,2018-12-31
77250110,"Stuffed tannier fritters, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
77272010,Puerto Rican pasteles,3002,Meat mixed dishes,2017-01-01,2018-12-31
77316010,"Stuffed cabbage, with meat, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
77316510,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
77316600,Eggplant and meat casserole,3002,Meat mixed dishes,2017-01-01,2018-12-31
77513010,Spanish stew,3002,Meat mixed dishes,2017-01-01,2018-12-31
77563010,Puerto Rican stew,3002,Meat mixed dishes,2017-01-01,2018-12-31
78101000,"Vegetable and fruit juice, 100% juice, with high vitamin C",7006,Other fruit juice,2017-01-01,2018-12-31
78101100,"Fruit and vegetable smoothie, with dairy",7220,Smoothies and grain drinks,2017-01-01,2018-12-31
78101110,"Fruit and vegetable smoothie, added protein",7220,Smoothies and grain drinks,2017-01-01,2018-12-31
78101115,"Fruit and vegetable smoothie, non-dairy",7220,Smoothies and grain drinks,2017-01-01,2018-12-31
78101118,"Fruit and vegetable smoothie, non-dairy, added protein",7220,Smoothies and grain drinks,2017-01-01,2018-12-31
78101120,"Fruit and vegetable smoothie, bottled",7220,Smoothies and grain drinks,2017-01-01,2018-12-31
78101125,"Fruit and vegetable smoothie, no dairy",7220,Smoothies and grain drinks,2017-01-01,2018-12-31
78101130,Vegetable smoothie,7220,Smoothies and grain drinks,2017-01-01,2018-12-31
81100000,"Table fat, NFS",8002,Butter and animal fats,2017-01-01,2018-12-31
81100500,"Butter, NFS",8002,Butter and animal fats,2017-01-01,2018-12-31
81101000,"Butter, stick",8002,Butter and animal fats,2017-01-01,2018-12-31
81101010,"Butter, tub",8002,Butter and animal fats,2017-01-01,2018-12-31
81101520,"Butter, light",8002,Butter and animal fats,2017-01-01,2018-12-31
81102000,"Margarine, NFS",8004,Margarine,2017-01-01,2018-12-31
81102010,"Margarine, stick",8004,Margarine,2017-01-01,2018-12-31
81102020,"Margarine, tub",8004,Margarine,2017-01-01,2018-12-31
81103035,"Margarine-oil blend, NFS",8004,Margarine,2017-01-01,2018-12-31
81103040,"Margarine-oil blend, stick",8004,Margarine,2017-01-01,2018-12-31
81103080,"Margarine-oil blend, tub",8004,Margarine,2017-01-01,2018-12-31
81103090,"Butter replacement, liquid",8004,Margarine,2017-01-01,2018-12-31
81104010,"Margarine-oil blend, tub, light",8004,Margarine,2017-01-01,2018-12-31
81104020,"Margarine-oil blend, stick, light",8004,Margarine,2017-01-01,2018-12-31
81104490,"Butter-oil blend, NFS",8002,Butter and animal fats,2017-01-01,2018-12-31
81104500,"Butter-oil blend, stick",8002,Butter and animal fats,2017-01-01,2018-12-31
81104510,"Butter-oil blend, tub",8002,Butter and animal fats,2017-01-01,2018-12-31
81104550,"Butter-oil blend, light",8002,Butter and animal fats,2017-01-01,2018-12-31
81106010,"Butter replacement, powder",8004,Margarine,2017-01-01,2018-12-31
81200100,"Oil or table fat, NFS",8004,Margarine,2017-01-01,2018-12-31
81201000,Animal fat or drippings,8002,Butter and animal fats,2017-01-01,2018-12-31
81202000,Lard,8002,Butter and animal fats,2017-01-01,2018-12-31
81203000,"Shortening, NS as to vegetable or animal",8004,Margarine,2017-01-01,2018-12-31
81204000,"Ghee, clarified butter",8002,Butter and animal fats,2017-01-01,2018-12-31
81301000,Garlic sauce,8412,"Dips, gravies, other sauces",2017-01-01,2018-12-31
81301020,Lemon-butter sauce,8412,"Dips, gravies, other sauces",2017-01-01,2018-12-31
81302010,Hollandaise sauce,8412,"Dips, gravies, other sauces",2017-01-01,2018-12-31
81302040,Sandwich spread,8010,Mayonnaise,2017-01-01,2018-12-31
81302050,Tartar sauce,8010,Mayonnaise,2017-01-01,2018-12-31
81302060,Horseradish sauce,8406,Mustard and other condiments,2017-01-01,2018-12-31
81302070,Pesto sauce,8412,"Dips, gravies, other sauces",2017-01-01,2018-12-31
81308100,Fry sauce,8406,Mustard and other condiments,2017-01-01,2018-12-31
81312100,Curry sauce,8412,"Dips, gravies, other sauces",2017-01-01,2018-12-31
81322000,Honey butter,8002,Butter and animal fats,2017-01-01,2018-12-31
82101000,"Vegetable oil, NFS",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82101300,Almond oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82101500,Coconut oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82102000,Corn oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82103000,Cottonseed oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82103500,Flaxseed oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82104000,Olive oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82105000,Peanut oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82105500,Canola oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82106000,Safflower oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82107000,Sesame oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82108000,Soybean oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82108500,Sunflower oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82108700,Walnut oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
82109000,Wheat germ oil,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83100100,"Salad dressing, NFS, for salads",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83100200,"Salad dressing, NFS, for sandwiches",8010,Mayonnaise,2017-01-01,2018-12-31
83101000,Blue or roquefort cheese dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83101600,Bacon and tomato dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83102000,Caesar dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83103000,Coleslaw dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83104000,French or Catalina dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83105500,Honey mustard dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83106000,"Italian dressing, made with vinegar and oil",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83107000,"Mayonnaise, regular",8010,Mayonnaise,2017-01-01,2018-12-31
83108000,Vegan mayonnaise,8010,Mayonnaise,2017-01-01,2018-12-31
83109000,Russian dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83110000,Mayonnaise-type salad dressing,8010,Mayonnaise,2017-01-01,2018-12-31
83112000,Avocado dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83112500,Creamy dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83112950,Poppy seed dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83112990,Sesame dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83114000,Thousand Island dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83115000,Yogurt dressing,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83200100,"Salad dressing, light, NFS",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83201000,"Blue or roquefort cheese dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83201400,"Coleslaw dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83202020,"French or Catalina dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83203000,"Caesar dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83204000,"Mayonnaise, light",8010,Mayonnaise,2017-01-01,2018-12-31
83204030,"Mayonnaise, reduced fat,  with olive oil",8010,Mayonnaise,2017-01-01,2018-12-31
83204050,"Mayonnaise-type salad dressing, light",8010,Mayonnaise,2017-01-01,2018-12-31
83204500,"Honey mustard dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83205450,"Italian dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83206000,"Russian dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83206500,"Sesame dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83207000,"Thousand Island dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83208500,Korean dressing or marinade,8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83210100,"Creamy dressing, light",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300100,"Blue or roquefort cheese dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300200,"Caesar dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300300,"Creamy dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300400,"French or Catalina dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300500,"Honey mustard dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300600,"Italian dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300700,"Mayonnaise, fat free",8010,Mayonnaise,2017-01-01,2018-12-31
83300800,"Russian dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83300900,"Salad dressing, fat free, NFS",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
83301000,"Thousand Island dressing, fat free",8012,Salad dressings and vegetable oils,2017-01-01,2018-12-31
89901000,"Bacon, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901002,"Ham, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901004,"Beef, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901006,"Chicken, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901010,"Cream sauce, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901020,"Cheese sauce, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901030,"Gravy, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901040,"Soy based sauce, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89901050,"Tomato sauce, for use with vegetables",9999,Not included in a food category,2017-01-01,2018-12-31
89902000,"Avocado, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902010,"Cucumber, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902020,"Lettuce, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902030,"Mushrooms, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902040,"Onions, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902050,"Pepper, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902060,"Spinach, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902070,"Tomatoes, for use on a sandwich",6489,Vegetables on a sandwich,2017-01-01,2018-12-31
89902100,"Bacon, for use on a sandwich",9999,Not included in a food category,2017-01-01,2018-12-31
91101000,"Sugar, NFS",8802,Sugars and honey,2017-01-01,2018-12-31
91101010,"Sugar, white, granulated or lump",8802,Sugars and honey,2017-01-01,2018-12-31
91101020,"Sugar, white, confectioner's, powdered",8802,Sugars and honey,2017-01-01,2018-12-31
91102010,"Sugar, brown",8802,Sugars and honey,2017-01-01,2018-12-31
91104100,"Sugar, cinnamon",8802,Sugars and honey,2017-01-01,2018-12-31
91106010,Sugar substitute and sugar blend,8804,Sugar substitutes,2017-01-01,2018-12-31
91107000,"Sugar substitute, sucralose, powder",8804,Sugar substitutes,2017-01-01,2018-12-31
91108000,"Sugar substitute, stevia, powder",8804,Sugar substitutes,2017-01-01,2018-12-31
91108010,"Sugar substitute, stevia, liquid",8804,Sugar substitutes,2017-01-01,2018-12-31
91108020,"Sugar substitute, monk fruit, powder",8804,Sugar substitutes,2017-01-01,2018-12-31
91200000,"Sugar substitute, powder, NFS",8804,Sugar substitutes,2017-01-01,2018-12-31
91200005,"Sugar substitute, liquid, NFS",8804,Sugar substitutes,2017-01-01,2018-12-31
91200040,"Sugar substitute, saccharin, powder",8804,Sugar substitutes,2017-01-01,2018-12-31
91200110,"Sugar substitute, saccharin, liquid",8804,Sugar substitutes,2017-01-01,2018-12-31
91201010,"Sugar substitute, aspartame, powder",8804,Sugar substitutes,2017-01-01,2018-12-31
91300010,"Syrup, NFS",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91300100,Pancake syrup,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91301030,Corn syrup,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91301050,Blueberry syrup,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91301080,Chocolate syrup,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91301081,"Chocolate syrup, light",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91301100,Simple syrup,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91301130,Strawberry drink syrup,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91301510,"Pancake syrup, light",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91302010,Honey,8802,Sugars and honey,2017-01-01,2018-12-31
91302020,Agave liquid sweetener,8802,Sugars and honey,2017-01-01,2018-12-31
91303000,Molasses,8802,Sugars and honey,2017-01-01,2018-12-31
91304010,"Topping, butterscotch or caramel",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91304020,"Topping, chocolate",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91304030,"Topping, fruit",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91304040,"Topping, marshmallow",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91304060,"Topping, nuts and syrup",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91304090,"Topping, chocolate flavored hazelnut spread",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91305010,"Icing, chocolate",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91305020,"Icing, white",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91306020,"Caramel dip, regular",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91306025,"Caramel dip, light",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91306030,Chocolate dip,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91306040,Dessert dip,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91361010,Sweet and sour sauce,8406,Mustard and other condiments,2017-01-01,2018-12-31
91361040,Dessert sauce,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91361050,Duck sauce,8406,Mustard and other condiments,2017-01-01,2018-12-31
91401000,"Jelly, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91402000,"Jam, preserve, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91403000,"Fruit butter, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91404000,"Marmalade, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91405000,"Jelly, sugar free, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91405500,"Jelly, reduced sugar, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91406000,"Jam, preserve, marmalade, sugar free, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91406500,"Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91406600,"Jam, preserve, marmalade, reduced sugar, all flavors",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91407100,Guava paste,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91407120,Sweet potato paste,8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91407150,"Bean paste, sweetened",8806,"Jams, syrups, toppings",2017-01-01,2018-12-31
91501010,Gelatin dessert,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91501020,Gelatin dessert with fruit,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91501100,Gelatin salad with vegetables,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91511010,"Gelatin dessert, sugar free",5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91511020,"Gelatin dessert, sugar free, with fruit",5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91520100,Yokan,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91550100,"Coconut cream cake, Puerto Rican style",5502,Cakes and pies,2017-01-01,2018-12-31
91560100,Haupia,5804,Pudding,2017-01-01,2018-12-31
91601000,Italian Ice,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91601010,"Italian Ice, no sugar added",5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91610900,"Popsicle, NFS",5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91611000,Popsicle,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91611100,"Popsicle, no sugar added",5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91612000,Freezer pop,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91621000,Snow cone,5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91621050,"Snow cone, no sugar added",5806,"Gelatins, ices, sorbets",2017-01-01,2018-12-31
91700010,"Candy, NFS",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91700500,M&M's Almond Chocolate Candies,5702,Candy containing chocolate,2017-01-01,2018-12-31
91701010,"Almonds, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91701020,"Almonds, sugar-coated",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91701030,"Almonds, yogurt-covered",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91702010,Butterscotch morsels,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91703010,"Caramel, chocolate-flavored roll",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91703020,"Caramel, flavor other than chocolate",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91703030,"Caramel, with nuts",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91703040,"Caramel candy, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91703050,"Caramel with nuts and cereal, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91703060,"Caramel with nuts, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91703070,Rolo,5702,Candy containing chocolate,2017-01-01,2018-12-31
91703080,"Caramel, all flavors, sugar free",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91703150,"Toblerone, milk chocolate with honey and almond nougat",5702,Candy containing chocolate,2017-01-01,2018-12-31
91703200,TWIX Caramel Cookie Bars,5702,Candy containing chocolate,2017-01-01,2018-12-31
91703250,TWIX Chocolate Fudge Cookie Bars,5702,Candy containing chocolate,2017-01-01,2018-12-31
91703300,TWIX Peanut Butter Cookie Bars,5702,Candy containing chocolate,2017-01-01,2018-12-31
91703400,Whatchamacallit,5702,Candy containing chocolate,2017-01-01,2018-12-31
91703500,"Nuts, carob-coated",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91703600,"Espresso coffee beans, chocolate-covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705010,"Milk chocolate candy, plain",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705020,"Milk chocolate candy, with cereal",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705030,Kit Kat,5702,Candy containing chocolate,2017-01-01,2018-12-31
91705040,"Chocolate, milk, with nuts, not almond or peanuts",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705050,"Milk chocolate candy, with fruit and nuts",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705060,"Milk chocolate candy, with almonds",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705070,"Chocolate, milk, with peanuts",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705090,Chocolate candy with fondant and caramel,5702,Candy containing chocolate,2017-01-01,2018-12-31
91705200,"Chocolate, semi-sweet morsel",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705300,"Chocolate, sweet or dark",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705310,"Chocolate, sweet or dark, with almonds",5702,Candy containing chocolate,2017-01-01,2018-12-31
91705400,"Chocolate, white",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91705410,"Chocolate, white, with almonds",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91705420,"Chocolate, white, with cereal",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91705430,Kit Kat White,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91705500,"Mexican chocolate, tablet",5702,Candy containing chocolate,2017-01-01,2018-12-31
91706000,"Coconut candy, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91706100,"Coconut candy, no chocolate covering",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91706400,"Coconut candy, Puerto Rican style",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91707000,Fondant,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91707010,"Fondant, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91708000,"Fruit peel, candied",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708010,Date candy,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708020,Soft fruit confections,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708030,Fruit leather and fruit snacks candy,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708040,Fun Fruits Creme Supremes,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708070,Tamarind candy,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708100,"Fruit snacks candy, with high vitamin C",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708150,"Yogurt covered fruit snacks candy, with added vitamin C",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91708160,"Yogurt covered fruit snacks candy rolls, with high vitamin C",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91709000,"Gumdrops, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91713010,"Fudge, chocolate, chocolate-coated",5702,Candy containing chocolate,2017-01-01,2018-12-31
91713020,"Fudge, chocolate, chocolate-coated, with nuts",5702,Candy containing chocolate,2017-01-01,2018-12-31
91713030,"Fudge, chocolate",5702,Candy containing chocolate,2017-01-01,2018-12-31
91713040,"Fudge, chocolate, with nuts",5702,Candy containing chocolate,2017-01-01,2018-12-31
91713050,"Fudge, peanut butter",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91713060,"Fudge, peanut butter, with nuts",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91713070,"Fudge, vanilla",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91713080,"Fudge, vanilla, with nuts",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91713090,"Fudge, divinity",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91713100,"Fudge, brown sugar, penuche",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91715000,"Fudge, caramel and nut, chocolate-coated candy",5702,Candy containing chocolate,2017-01-01,2018-12-31
91715100,SNICKERS Bar,5702,Candy containing chocolate,2017-01-01,2018-12-31
91715200,Baby Ruth,5702,Candy containing chocolate,2017-01-01,2018-12-31
91715300,100 GRAND Bar,5702,Candy containing chocolate,2017-01-01,2018-12-31
91716010,"Halvah, plain",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91716110,"Halvah, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91718000,Honey-combed hard candy with peanut butter,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91718050,"Honey-combed hard candy with peanut butter, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91718100,Butterfinger,5702,Candy containing chocolate,2017-01-01,2018-12-31
91718110,Butterfinger Crisp,5702,Candy containing chocolate,2017-01-01,2018-12-31
91718200,Chocolate-flavored sprinkles,5702,Candy containing chocolate,2017-01-01,2018-12-31
91718300,"Ladoo, round ball, Asian-Indian dessert",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91721000,Licorice,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91723000,Marshmallow,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91723010,"Marshmallow, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91723020,"Marshmallow, candy-coated",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91726000,"Nougat, plain",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91726110,"Nougat, with caramel, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91726130,MILKY WAY Bar,5702,Candy containing chocolate,2017-01-01,2018-12-31
91726140,MILKY WAY MIDNIGHT Bar,5702,Candy containing chocolate,2017-01-01,2018-12-31
91726150,MARS Almond Bar,5702,Candy containing chocolate,2017-01-01,2018-12-31
91726410,"Nougat, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91726420,3 MUSKETEERS Bar,5702,Candy containing chocolate,2017-01-01,2018-12-31
91726425,3 Musketeers Truffle Crisp Bar,5702,Candy containing chocolate,2017-01-01,2018-12-31
91727010,"Nuts, chocolate covered, not almonds or peanuts",5702,Candy containing chocolate,2017-01-01,2018-12-31
91728000,"Nut roll, fudge or nougat, caramel and nuts",5702,Candy containing chocolate,2017-01-01,2018-12-31
91728500,"Sugared pecans, sugar and egg white coating",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91731000,"Peanuts, chocolate covered",5702,Candy containing chocolate,2017-01-01,2018-12-31
91731010,M&M's Peanut Chocolate Candies,5702,Candy containing chocolate,2017-01-01,2018-12-31
91731060,M&M's Peanut Butter Chocolate Candies,5702,Candy containing chocolate,2017-01-01,2018-12-31
91731100,"Peanuts, sugar-coated",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91731150,"Peanuts, yogurt covered",5704,Candy not containing chocolate,2017-01-01,2018-12-31
91732000,Peanut bar,5704,Candy not containing chocolate,2017-01-01,2018-12-31
91732100,Planters Peanut Bar,5704,Candy not containing chocolate,2017-01-01,2018-12-31
